Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,SalePrice,0,1,2,3,4,9,11,15,18,19,20,22,24,25,28,32,33,43,44,53,57,60,71,73,78,85,95
764,60,82.0,9430,8,5,1999,1999,673.0,1163,89,1252,1268,1097,2365,1,2,1,3,1,8,1,3,856,0,128,0,180,0,337000,2.343059024773884,0.03257394686120546,-0.2948543063960667,-0.8899215832864771,0.04935462707927627,-0.35872228642704246,0.09979610216829454,-0.5077980885780506,-0.3377290188178719,-0.2759263005767461,0.3599281330219117,-0.10348370172289276,0.025600462123314058,-0.19341068765258435,-0.1004030338118024,-0.28799663755757166,-0.13672042681834204,-0.11592176484614712,-0.04560189651698663,-0.2117207972399277,0.02683576374739203,0.12434480985130342,-0.17388752842803656,0.06783900478348197,0.2660779415103366,0.22014355411759148,-0.21003426879729417
765,120,30.0,9549,8,5,1995,1996,0.0,437,0,1494,1494,0,1494,1,1,1,2,1,6,1,2,481,0,30,0,216,0,270000,1.4468712540507864,-0.5587998908140166,0.61586125782077,1.4058161389434063,0.14333893721206187,0.050043669648250313,-0.5001899875529685,0.9395065539062142,-0.13926425854701083,0.599238196007643,0.8307086802594884,1.362325749527826,-0.4453728755648632,-0.36063489741245325,0.05869740360676817,0.4300092941187006,0.16633663177495497,0.6592558173349681,-0.20618323312744916,-0.15245240347924605,0.9907664321629689,0.47999137982647505,-0.34302437438392824,0.10792144523869013,-0.18446521022305906,-0.26617366357948535,0.059910446275956084
766,20,75.0,14587,9,5,2008,2008,284.0,0,1498,1498,1506,0,1506,0,2,0,2,1,6,1,2,592,0,174,0,0,0,264132,2.299273828521038,0.22692395520072572,1.147254009225759,0.7639340632878108,-0.13597084928384973,-0.04677710129645021,0.2125554532672321,0.25779310815024326,-0.01879516890448594,0.27326575275885207,0.23071976557883297,0.31254429265466216,0.10591628766636492,-0.34098399101786464,0.36513001080964946,-0.28423308091116184,0.10276899712833079,-0.09969974350408664,-0.2700003574277211,0.07481619980152138,0.04613430248435999,0.3102422193192116,0.08652368349905033,-0.08290949796668923,0.037359479370919525,-0.17127460694522667,0.024610613121085718
767,60,80.0,10421,7,5,1988,1988,42.0,394,586,980,980,734,1714,0,2,1,3,1,7,1,2,496,228,66,156,0,0,196500,-0.4186791992112762,-0.9234120245046263,-1.3020561056629414,-1.2380746609075104,1.0047359539948422,0.27243496594620176,-0.31597235358567505,-0.6376910528802049,0.396785267808253,-0.45073917681228187,0.5909361843369773,-0.1611144476915725,0.13864374806635046,-0.4650066794007063,0.3723652343903579,0.1290253770835584,0.04239660070689132,-0.1238592782075255,-0.25048807977576254,0.06285449511799139,-0.0048964796666713765,-0.06384108141886047,-0.16273301976370821,0.04059477492437363,0.2128542125743164,-0.17372466856499255,-0.08733031663265016
768,50,75.0,12508,6,7,1940,1985,0.0,660,323,983,983,767,1750,1,2,0,4,1,7,0,1,423,245,0,156,0,0,160000,0.12979508409239715,-0.19134079246750052,-0.6376429897589698,0.5876275802334989,-0.9455481870514791,-0.6909746583846542,0.21061623696019285,-0.08362540514021113,0.5206513192994257,0.6080488382423415,0.043431818415887107,-0.0851031231459757,0.0816088465189759,-0.3494740025135509,0.4151220224364269,0.9472432662424558,-0.1501082506851105,0.042516229247204634,0.1178421693676534,0.09674079763144733,0.12744436453614993,0.14556249351013947,-0.1326921717458127,-0.18613141305085432,-0.006551605895015294,-0.2070588993118957,-0.12413990155205706
769,20,70.0,9100,7,5,2004,2005,0.0,24,1836,1860,1836,0,1836,0,2,0,3,1,8,1,2,484,120,33,0,0,0,216837,2.0621237541897686,0.14420634544496655,0.7813621036051028,-0.2826177301972326,-0.600668578514426,-0.30468095075531465,-0.5840990964860878,0.34161576724152926,-0.4383972903983981,-0.30780828279708755,0.18497097669211593,-0.1740754523850062,0.01798914281618224,-0.5650229930992274,-0.14965413026167373,0.03022095076553539,0.013515920806194803,-0.16675366434828437,0.11171161854043961,0.09218328745930601,-0.2477630065049446,0.007612043804683825,0.0728170881566533,-0.01279539571555915,-0.03464031092283736,0.06066773261644112,-0.03636926654543996
770,60,47.0,53504,8,5,2003,2003,603.0,1416,234,1650,1690,1589,3279,1,3,1,4,1,12,1,3,841,503,36,0,210,0,538000,1.3515557341171636,-0.3610210737659633,0.36702878353807955,1.1115046716116548,1.9593072101136322,-0.6700604997775418,-0.5884349657991309,-0.28267547272973514,-0.36873162273066434,0.8166508181924467,0.12610905648584692,-1.0183447835418846,-1.1573965110158146,0.22139785262443262,0.2787083047874896,0.04650468760288002,0.11248193425227417,0.7364848841099224,0.5429976679436309,0.31788313094962006,0.34137310626036244,-0.0451332588034363,0.006133131336102508,-0.024619872499515555,0.2162692805616963,0.05643491758633408,-0.09958063333236365
771,85,0.0,7252,5,5,1982,1982,0.0,685,173,858,858,0,858,1,1,0,2,1,5,0,2,576,120,0,0,0,0,134900,-0.6906792412946942,-0.33916194813225825,-0.3798494675668619,1.2270541209453347,0.27769052100899344,0.454324762784678,-0.14248595496856212,-0.8673172871204823,0.549550076595859,-0.009276626123103583,-0.543063152828201,-0.2625589711942581,0.22401481066694617,-1.0706928648142109,-0.16453870586253408,0.4441002915081301,0.37388453404984257,0.5175108362937311,0.1735438076274101,-0.012967150823020338,0.15181846501566568,0.225850903105332,-0.0749176626028788,0.28549729995850875,0.0576534566787745,-0.18132829097635614,0.12378358662137497
772,20,67.0,8877,4,5,1951,1951,0.0,836,0,836,1220,0,1220,0,1,0,2,1,6,0,2,396,0,0,0,0,0,102000,-1.93045562342202,0.3027364039234203,0.49124174910345836,-0.023453587283378256,-0.621102702669855,0.18436648072068695,-0.285761161029938,-0.4108885751925026,0.16685202111024108,-0.15863340662364472,-0.20463304907149035,0.7144654652458708,-0.3545714220722192,-0.3890375263026474,0.3208011511581392,0.1440165941512577,0.06215600506561022,0.20884207596426255,0.18734633106215104,-0.7805457569295378,0.5264978326979635,-0.17563611547925792,0.08001836698805494,-0.0689578980142493,0.05568325786757656,0.2537497305641673,-0.014978872380275652
773,80,94.0,7819,6,5,1976,1976,0.0,422,480,1029,1117,0,1117,1,1,0,3,1,6,1,2,672,144,0,0,0,0,107000,-1.9490170567760772,-0.48446193979580143,-0.17588765516431393,-0.19726158666869675,-0.41511195031632886,-0.27968929664936176,-0.6715658628854089,0.18875385164214897,0.7592976471674981,0.6404638568322351,-0.10881088248381557,-0.42285942939230164,0.7060615932593025,0.9210585884041834,-0.0001661128397290529,0.13996481456352736,0.27775790848594467,-0.10614403542008988,0.03838080996893388,-0.17675368143875952,-0.5744569300382213,-0.2090431444382654,0.09471348642829645,0.08419016640496207,0.2061753389230143,0.11358192383556716,0.3257202266192034
774,20,70.0,10150,5,5,1958,1958,1.0,456,456,912,912,0,912,0,1,0,2,1,5,0,1,275,0,0,0,0,0,114500,-1.3591852415318777,-0.5597087821752111,0.7598438353930951,-0.22925186181708548,-1.0484333148463163,-0.4456405402115126,-0.08180893076736445,-0.6879878097344196,0.48732038922708476,-0.0007490242517824482,-0.7327736821913632,0.3670149795391142,0.07525787566387014,-0.9862145984236724,-0.14445480669909924,0.23204218333726478,-0.21764601696894273,0.22942635299150924,0.07490457728809653,-0.0649689586971649,0.08371713933099283,0.42790484025184033,-0.19464513687436186,-0.20181920539015263,0.04891137319303588,0.13343246743729753,-0.060481447902330794
775,20,110.0,14226,8,5,2006,2006,375.0,0,1935,1935,1973,0,1973,0,2,0,3,1,9,1,3,895,315,45,0,0,0,395000,2.2008664084663665,-0.13547186634982045,1.4848914794933323,0.26027352576963336,0.43498106621143073,1.2252676587581008,-0.6212266899466421,0.20976320414656086,-0.6911856924520001,-0.1588802897333271,-0.3693340164797052,0.04473739070754124,-0.008121053527045417,-0.23737209717403127,-0.06247576081503244,0.24272853461866734,0.33630417054293305,-0.24454644906621104,-0.08834569328655398,-0.037296668945422745,0.17977481862594005,0.11828386847121566,0.03773636295286795,0.017062917674281804,-0.11259130061606307,0.21938478182262372,0.07237643614669433
776,120,32.0,4500,6,5,1998,1998,320.0,866,338,1204,1204,0,1204,1,2,0,2,1,5,0,2,412,0,247,0,0,0,162000,0.9880926163059796,-0.03813544025743187,1.154378181439039,-0.8180813795672977,0.7839468796882546,0.623701081149878,0.3676259637819203,0.3371233155837119,0.2767085274728906,-0.16766795074028,-0.1154521344357736,-0.19508151777520272,-0.4050192706821388,0.10601751118501705,-0.4646591818552393,0.4473539943120647,0.19524993272000396,0.48084923270084456,-0.12558096146587935,0.14017154053642203,-0.2218659140976484,-0.19011401867799155,-0.19439826550052944,0.0068708183964305645,-0.29357890979961687,-0.3842793861445708,-0.022816834731899528
777,20,86.0,11210,7,5,2005,2006,240.0,20,1594,1614,1614,0,1614,0,2,0,3,1,7,0,3,865,144,59,0,0,0,221500,2.6911191199888127,-0.5189021324643673,0.5148777791259119,0.02657011713525992,-0.7385317945720798,0.5624913896335271,1.0085860689011699,-0.2669223403865899,0.7881864340721058,-0.10537429839637939,-0.311780283957363,0.20414577870558578,0.17487534380957317,-0.15542588555031603,-0.03389937069651249,0.08079269971747649,0.23094224675837458,-0.2897998860628656,-0.05042329006645756,0.07953263597729067,-0.028259035999411423,0.006447818589304169,0.14965892060207855,-0.019003791571481226,-0.025436190559636876,0.005120817401327413,-0.05697142598073485
778,20,100.0,13350,5,5,1974,1974,0.0,762,102,864,894,0,894,1,1,0,3,1,5,1,2,440,241,0,0,0,0,142500,-1.680137585451285,-1.5283249188265606,0.14829202543722503,0.5418605226864099,-0.2063156639402571,0.036381510860070645,-0.07253472025022982,0.5326356264887027,0.35609328371457166,-0.01329716804679182,0.318403688795492,-0.2468648775413749,0.4096974132532887,0.2941345775736078,-0.05157609169424237,0.3190128513422301,0.4839462995740953,-0.1180435936358127,-0.0023554490228023845,0.1757783703341592,0.13773949271621255,-0.16521620189161804,-0.07345400119452752,0.13364596068980808,-0.07272310721311534,0.08762569691152292,-0.09003801887556062
779,90,60.0,8400,5,5,1977,1977,320.0,0,0,0,2020,0,2020,0,2,0,4,2,10,2,2,630,0,0,0,0,0,144000,-1.424113532765033,-0.31877831567465265,-0.030963555104136405,-0.8657118370797866,0.23735369859609487,0.5303757252402103,0.36183490745145735,0.3651623079509614,0.1459573624679359,-0.01683498852296376,0.40569643634321645,0.37851026529942494,0.8412699609208635,0.5184278070167112,-0.3059766002584983,-0.46519100282644643,0.13091839206534153,-0.11436360104321507,-0.05209876101056461,-0.1868456870695692,-0.2533002248880821,0.30905786167473354,0.4421186765735816,-0.12187911806158636,-0.14736859643990133,-0.0473769177685189,-0.2102922482730964
780,90,78.0,10530,6,5,1977,1977,90.0,975,0,975,1004,0,1004,1,1,0,2,1,4,0,2,504,0,0,0,0,0,135000,-0.7954170495774322,-1.071246925564043,-0.3159206177004368,-1.1578952167517758,0.2889415259471216,-0.09573421231302524,0.21376953045847222,-0.22140103265961916,-0.13680358776745144,-0.15686395150042515,0.43383274569617064,-0.3411045797184054,0.12961588894151568,-0.2666313178673187,0.18599067496363272,0.1703418921125049,-0.4118583103927028,0.06699026889851495,-0.21216115931071716,0.0822767112532469,0.21646486326725556,0.35570496109059757,-0.06941072445055145,-0.1681698816224642,-0.045679834167287464,-0.28459441588498796,0.2397876469308925
781,20,63.0,7875,7,5,1995,1996,38.0,0,1237,1237,1253,0,1253,0,2,0,3,1,6,1,2,402,220,21,0,0,0,176000,0.3359536575545648,-0.48317878266455877,-0.6055481160291708,-0.6835007231168153,0.5556242021131373,0.34130807806549357,-0.13406423592603245,-0.43447011339660324,-0.1248722918752837,0.17326477703680557,0.28972975613187835,0.8745245907523367,-0.36671183368360194,0.13824431489893335,-0.13096843334636746,-0.13857690432321362,0.12476727927193795,-0.31772053794617616,0.22961493339493502,-0.016016664077407684,0.1625716205818446,-0.02756944352286981,-0.1548638100567355,-0.007306138185886149,-0.15488198919762644,-0.006695782189909435,0.07242724394714839
782,60,65.0,7153,6,5,1992,1992,0.0,387,374,761,810,793,1603,0,2,1,3,1,7,0,2,484,0,124,0,0,0,175900,1.7294127363008114,0.5237953296568277,-0.8526586733587215,-0.6625025319613547,-0.8245602218986803,-0.4293876114685836,-0.4640360334658348,0.4669578754022183,0.4823418139737614,-0.1104258048009551,0.7334407014639409,0.005329574212289285,-0.6287071945964696,0.16027379757651172,0.21273528387910573,0.29647438045507246,-0.05072491570627696,0.06684227127348534,-0.009257338355125806,-0.24463745020971392,-0.0026741589661539826,0.08150939363243333,0.2339163642569287,0.08929421571862922,-0.058296814312010496,-0.11622550953871391,-0.11747443148505586
783,20,67.0,16285,7,5,2001,2002,0.0,0,1413,1413,1430,0,1430,0,2,0,3,1,6,0,2,605,0,33,0,0,0,187100,1.9110782440767182,0.38183070739663544,-0.36224699737661975,-0.1238176639689554,-1.4638279372652134,0.18089810793920097,0.3126126072711469,-0.1257320242505686,-0.18385299136206953,0.27461598914310204,0.16265929290415682,0.09751651544912857,-0.0545791796780222,0.09961246533903846,0.06777579646567834,-0.05909394044657856,-0.08996066564944903,0.24913285649224504,0.15275335015897423,0.11644389971673347,0.018426110978317443,0.023609724156451135,0.2178737177695401,-0.09090351875795022,0.5186633635965275,-0.07617227579576268,0.022979699851826813
784,85,0.0,9101,5,6,1978,1978,104.0,1097,0,1097,1110,0,1110,1,1,0,1,1,4,1,2,602,303,30,0,0,0,165500,0.9345658326487103,-1.2147228989365928,-0.9922030118689312,0.7488666612258955,0.4819528232909854,0.1017076646499811,-0.04954120905160312,0.48316448103112103,0.7593193140749839,0.34538270530156157,0.7020716212494374,0.03423419565225715,0.2933947017570917,0.34730348620353263,-0.6217047822596143,-0.0675145084702071,0.31824165526467035,-0.318527688601396,-0.38351132034704016,-0.01708260359767738,0.026581800288807786,0.1515998831760342,-0.14248355593690573,-0.27225322818466674,0.022796888312013295,-0.36473106085366197,0.28983285657115737
785,75,35.0,6300,6,6,1914,2001,0.0,0,742,742,742,742,1484,0,2,0,3,1,9,1,0,0,0,291,134,0,0,128000,-1.2766665990316934,1.3257722661478175,0.29701215565853273,-0.05805365413437733,0.1380708139632021,-0.370159594444701,0.24523358067026163,0.2725094207480792,-0.013535359962837395,1.0865689771255462,0.09009745079020205,-0.7071779026348699,0.04392307356404952,-0.46501918899762507,-0.12216699772987577,-0.24473838298947345,-0.28270862363265764,-0.4958700313112913,0.23000235623673068,0.05374339863214178,-0.17268069187641225,-0.06366071531571474,0.0038804010592633853,0.2665543403022602,0.018652376545610423,-0.32532884557879993,0.038458970960991615
786,20,0.0,9790,6,5,1967,1967,0.0,251,491,1372,1342,0,1342,0,2,0,3,1,7,1,2,457,0,0,0,197,0,161500,-1.8506376924031283,-0.6750347867224931,0.4636509440878592,-0.18037415704973828,-0.7424794960067715,-0.4454353051328673,-0.6585654555651179,-0.019887539823838903,-0.4423135300379681,-0.5173074199889057,0.4710220974409318,0.07744456010256391,0.40826963897246915,-0.550967126308842,-0.19437998456193997,0.11262204395110115,0.07157131832359345,-0.010047228667150528,0.07533483050449236,0.41055707131871844,-0.03455076459236457,0.5479509907340725,0.10188199581887855,0.004570859599317594,0.1401277267821006,0.025471442064608177,-0.2819890831480167
787,50,60.0,10800,5,6,1915,1950,0.0,686,0,686,966,686,1652,1,2,0,4,1,7,0,1,416,0,0,196,0,0,139000,-1.6973464156605818,1.3604334494385155,-0.21609489709559387,-0.4616145311459505,0.2854355899292925,-0.3008009809295508,0.15516749052816856,0.1216672509785047,0.6129079012406116,-0.7708899680598206,1.0011701976732643,0.4614275841861457,0.17771428293973418,-0.29415890202624656,-0.28023243851080065,-0.017975879080885302,-0.38649985136233544,-0.04857462415079621,0.09190709792704237,-0.24220669424451932,0.6033319700689608,-0.4201149529963536,-0.10932892009503554,0.19555930592675466,0.1681919369481018,-0.1385109288451977,-4.698072845181322e-05
788,60,76.0,10142,7,5,2004,2004,0.0,656,300,956,956,1128,2084,1,2,1,4,1,8,0,2,618,0,45,0,0,0,233000,2.0575613709969676,0.5136064747962812,-1.0996581210297198,0.24280179127044815,-0.42891596563417683,-0.5582606453201626,0.3617729355683979,-0.08287603182893433,0.09064408940200525,-0.29324459649372975,-0.2660411723709826,-0.3094675880858198,0.08119628984165751,-0.21312865805116615,0.0028258692246471034,-0.15150008143366425,-0.12421605264012159,-0.24579893659340787,0.17742355981318014,0.10951992530579986,0.05810528645469133,-0.09724062650770106,0.27717370043476625,-0.049997598973504684,-0.034305896757402254,0.01690648112717879,-0.0948889635093354
789,20,50.0,6000,4,7,1954,2000,0.0,0,901,901,901,0,901,0,1,0,2,1,4,0,1,281,0,0,0,0,0,107900,-1.8710458220682833,1.1126721713931862,0.2529155629804885,-0.007788640666432585,0.005340811759913328,0.7588486648151024,0.10818499074366299,0.048671088735605335,-0.05060995299875195,0.9043152612806622,-0.26501215915268866,-0.27381557656238276,0.12279749683818944,0.020211917634222795,0.2392534246535547,-0.5967976233169341,-0.4059077654754972,-0.4197992869820775,-0.11520807048772347,0.04139686007398692,0.017105426133800707,0.19878839997053624,0.0011048357054554217,0.12049282459230733,-0.04635826941755908,0.19667041898569398,0.07729904693027702
790,60,0.0,12205,6,8,1966,2007,157.0,568,264,832,976,1111,2087,0,2,1,5,1,9,0,2,444,133,168,0,0,0,187500,-0.38514500491326786,-1.3838321110080876,-0.7213123599158746,0.47408023799970145,1.060885064028324,-0.7393129804072741,0.1450336831706645,0.7569642004201448,-0.48941713856451974,-0.25978035128616206,-0.4968004808454907,0.25364329797320906,-0.7101597100803373,0.4013287520339346,-0.14186452298085966,-0.11141621732175688,0.18334294893692132,0.3288929961849197,0.20487265819221082,-0.6723655137278092,0.7304487331764693,-0.19286367325212034,0.5550007292290309,-0.3069448561315056,-0.27827668361967023,0.09664662507054125,0.2510549753359655
791,120,43.0,3182,7,5,2005,2006,11.0,16,1129,1145,1145,0,1145,0,2,0,2,1,5,1,2,397,100,16,0,0,0,160200,2.223197252961418,0.0024001833424147803,0.4409938822650685,-1.0800738873027365,-0.10832377618525038,0.05780119550141645,0.16359729219371377,0.49500887661110077,-0.8728936245065161,0.055332554832992716,0.31691993344773445,-0.08040059787047742,-0.18974892675718402,-0.34941501139676545,-0.18307656885987283,0.3508425480913885,-0.07745883619566193,0.07881328385290674,-0.1893647996784825,0.12479424367674181,-0.014010005855637666,-0.10789663201807198,0.000967791510147923,0.08921295753025667,0.04102174330132838,-0.03658258625485452,-0.017379878962944323
